Date,Time,ProcessID,ProcessName,TotalProcessorTime,PrivateMemSize
2014/10/08,15:34:12,3860,iexplore,00:23:21.1853819,62574592
2014/10/08,15:34:15,3860,iexplore,00:23:21.2009820,62578688
2014/10/08,15:34:18,3860,iexplore,00:23:21.2009820,62586880
2014/10/08,15:34:21,3860,iexplore,00:23:21.2009820,62496768
2014/10/08,15:34:24,3860,iexplore,00:23:21.2009820,62504960
2014/10/08,15:34:27,3860,iexplore,00:23:21.2009820,62509056
2014/10/08,15:34:30,3860,iexplore,00:23:21.2009820,62525440
2014/10/08,15:34:33,3860,iexplore,00:23:21.2009820,62529536
2014/10/08,15:34:36,3860,iexplore,00:23:21.2009820,62541824
